ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
1364,Hydroelectric Project PCH Luzma,ISAGEN S.A. E.S.P,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Colombia,"99,992",Latin America,2020-08-24,2017-10-07,2027-10-06
1862,Bundled Wind Power Project in Gujarat and Tamil Nadu,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"29,987",Asia,2021-02-23,,
1163,Wind Power Project in Tirupur District,NSL WInd Power Company Phoolwadi Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"109,306",Asia,2020-04-06,,
1861,3.5MW Manuni Hydro Electric Project in Himanchal Pradesh by Winsome Textile Industries Ltd,Winsome Textile Industries Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"17,619",Asia,2020-07-09,2017-03-31,2027-03-30
1859,Heqing Solar Cooker Project II,"Clean Air Trade, Inc.",Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,China,"143,762",Asia,2019-02-14,2016-12-01,2026-11-30
1860,Heqing Solar Cooker Project I,"Clean Air Trade, Inc.",Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,China,"143,762",Asia,2019-02-14,,
700,Wind power project at Tamilnadu by Powerica Limited,POWERICA LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"32,956",Asia,2020-06-04,,
701,Wind power project at Gujarat by Powerica Limited,POWERICA LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"29,443",Asia,2020-04-06,,
1210,Green Energy Project at Kutch by Powerica Limited,POWERICA LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"53,122",,2020-04-06,,
1211,Green Energy Project at Gujarat by Powerica Limited,POWERICA LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"61,360",,2014-08-04,,
391,"Gullubag 96 MW Hydro Electric Power Plant Project, Turkey",Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"144,895",Middle East,2020-04-06,,
1857,Grouped OFF-GRID Renewable Energy Project in India,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registered,India,"38,366",Asia,2019-04-01,2017-04-01,2027-03-31
1855,Hechu Afforestation Project in Anhui Province,"Hefei Zhuoya Landscaping Engineering Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,"469,187",Asia,2020-06-04,2014-04-22,2034-04-21
1854,20 MWAC (22 MWDC) SKCIL SOLAR POWER PLANT PROJECT,Shri Keshav Cements & Infra Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"33,707",Asia,2020-04-23,2018-04-01,2028-03-31
1853,9.9 MW Wind Power Project by KPL International Ltd. in Gujarat,KPL International Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"24,232",Asia,2019-01-17,2017-02-28,2027-02-27
794,Dahao Wind Power Project,"China Resources Windpower Development (Shantou Haojiang) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"40,000",Asia,2020-04-06,,
1851,Renewable Solar Power Project by ReNew Solar Power Private Limited,ReNew Solar Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"1,767,281",Asia,2019-02-12,2017-02-13,2027-02-12
1842,100 MW SOLAR PROJECT IN BHADLA IN RAJASTHAN.,Clean Sustainable Energy Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"176,539",Asia,2019-01-03,2018-09-16,2028-09-15
1844,80 MW SOLAR BY FERMI SOLAR FARMS PVT LTD - CHALISGAON.,Fermi Solar Farms Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"206,705",Asia,2018-12-31,2018-04-14,2028-04-13
920,IBERPAPEL SILVIPASTURAL SYSTEM ON DEGRADED LAND,Fideicomiso Financiero Eucalyptus Del Sur,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,Uruguay,"14,746",Latin America,2020-04-06,2004-09-10,2064-09-09
1841,Santa Teresa Hydropower Plant,INLAND ENERGY,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Peru,"293,121",Latin America,2020-04-06,2015-09-01,2025-08-31
1840,Ovejería Photovoltaic Power Plant,Colbun S.A.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Chile,"13,103",Latin America,2020-04-06,2018-05-25,2028-05-24
693,"Erkenek 12 MW Hydropower Plant, Turkey",Tektuð Elektrik Üretim A.Þ.,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Registered,Turkmenistan,"32,195",Middle East,2020-04-06,2019-02-26,2029-02-25
1832,Haidong Afforestation Project,"Qinghai Forestry Ecological Construction and Investment Co., Ltd.",Agriculture Forestry and Other Land Use,ARR; IFM; REDD,AR-ACM0003,Registered,China,"598,145",Asia,2020-04-06,2014-04-21,2114-04-20
1831,"Wind Energy Project at Devbhoomi Dwaraka,Gujarat by Powerica Limited",POWERICA LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"42,210",Asia,2019-03-21,2015-03-27,2025-03-26
1197,Chakala Wind Power Project in Maharashtra,M/s Bindu Vayu Urja Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"74,307",Asia,2014-07-17,,
1830,Wind Power Project at Theni by Powerica Limited,POWERICA LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"21,864",Asia,2018-11-28,,
1825,Afforestation Project in Xining City,"Qinghai Forestry Ecological Construction and Investment Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,"499,982",Asia,2020-04-06,2014-04-21,2114-04-20
1826,Qinghai Afforestation Project,"Qinghai Forestry Ecological Construction and Investment Co., Ltd.",Agriculture Forestry and Other Land Use,ARR; IFM; REDD,AR-ACM0003,Registered,China,"766,948",Asia,2020-04-06,2014-04-21,2114-04-20
1824,"Liucheng Biomass Power Generation Project in Guangxi Zhuang Autonomous Region, China","Liuzhou City Xin’neng Biomass Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,"58,277",Asia,2020-04-06,,
1822,10 MW wind power project by Powerica at BDS - Gujarat,POWERICA LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"24,816",Asia,2019-10-17,2017-02-04,2027-02-03
1823,"21.8 MW Wind Power Project at Jangi Vandhiya, Gujarat by Powerica Limited",POWERICA LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"50,207",Asia,2018-11-21,,
1820,Manantiales Behr Wind Farm,YPF Energia Electrica S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Argentina,"251,000",Latin America,2019-04-17,2018-08-01,2028-07-31
1817,Reliance Composting Project in Cape Town,Recarbon Ground Trading (Pty) Ltd,Waste handling and disposal,,AMS-III.F.,Registered,South Africa,"49,175",Africa,2019-11-06,2018-05-01,2028-04-30
32,Luara Ceramic Fuel Switching Project,Luara Indústria e Comércio de Materiais Ltda,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.E.,Registered,Brazil,"9,450",Latin America,2020-04-06,,
1815,Renewable Solar Power Project by Adani Green Energy Limited,Adani Green Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"1,553,021",Asia,2019-10-17,2017-09-28,2027-09-27
1816,Wind power project in Tirunelveli Tamilnadu,Vaayu Renewable Energy (Tapti) Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"16,347",Asia,2020-04-17,2017-12-02,2027-12-01
120,Aydin Salavatli Dora-1 Geothermal Power Plant,Menderes Geothermal Elektrik Uretim A.S,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"30,309",Middle East,2023-03-09,2018-07-01,2028-06-30
1812,VTRM Renewable Energy,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Brazil,"409,442",Latin America,2020-04-06,2016-12-09,2026-12-08
1807,"Biomass based thermal energy generation project by Dynamic Fine Paper Mill at Polai Kalan, Deegod, Kota",Dynamic Fine Paper Mill Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,"43,938",Asia,2018-10-15,2016-11-21,2026-11-20
746,Pawan Urja Vistaran: Small entities combined wind power project in India - 2004,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"21,539",Asia,2020-04-06,,
1805,Solar Energy Project(s) by SB Energy Private Limited,Adani Renewable Energy Devco Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"4,354,646",Asia,2018-09-24,2017-02-27,2027-02-26
436,Bundled Wind Power Project structured by KKSK,RADE WIND ENERGY PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"28,961",Asia,2020-04-06,,
1804,Combio Renewable Biomass Project - Três Marias,Combio Energia S.A.,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,Brazil,"58,519",Latin America,2019-03-11,2017-04-01,2027-03-31
1190,Wind power project in Gujarat,Mytrah Energy (India) Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"48,273",Asia,2020-04-06,,
1195,Wind Power Project in Rajasthan,Mytrah Energy (INDIA) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"70,677",Asia,2020-04-06,,
1800,12 MW Raura Hydro Project by DLI Power,DLI Power (India) Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"38,464",Asia,2021-02-25,2019-09-09,2029-09-08
1798,Hydroelectric projects at Oibita River,PCH San Bartolomé S.A.S .ES.P.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Colombia,"100,508",Latin America,2020-10-02,2020-09-01,2030-08-31
1796,Santa Rosa-Altamira hydroelectric projects,Desarrollo de Energías Renovables S.A.S .ES.P.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Colombia,"99,804",Latin America,2020-11-23,2020-07-01,2030-06-30
1797,El Molino-San Matias hydroelectric projects,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Colombia,"90,393",Latin America,2020-04-06,2017-04-17,2027-04-16
1794,Interwaste Landfill gas Grouped Project,Interwaste (Pty) Ltd,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,South Africa,"41,396",Africa,2020-04-06,2016-10-28,2026-10-27
1787,Renewable Power Project by Animala Wind Power Private Limited,Animala Wind Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"163,843",Asia,2019-05-21,2017-03-30,2027-03-29
1788,Renewable Power Project by Saipuram Wind Energies Private Limited,Saipuram Wind Energies Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"266,287",Asia,2018-08-14,2017-03-31,2027-03-30
1789,Renewable Power Project by SEI Kathiravan Power Private Limited,SEI Kathiravan Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"77,356",Asia,2019-08-19,2017-03-09,2027-03-08
1790,Renewable Power Project by Axis Wind Farms (MPR Dam) Private Limited,Axis Wind Farms (MPR Dam) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"195,052",Asia,2018-08-14,2017-03-30,2027-03-29
1791,Pavagada Solar Renewable Power Project by Greenko Group,SEI Suryashakti Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"139,239",Asia,2019-08-19,2017-03-30,2027-03-29
1792,Ghani Solar Renewable Power Project by Greenko Group,Zuvan Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"996,010",Asia,2018-08-14,2017-03-31,2027-03-30
1793,Renewable Power Project by Devarahipparigi Wind Power Private Limited,Devarahipparigi Wind Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"195,052",Asia,2018-12-10,2017-03-25,2027-03-24
1782,"Solar PV Power Project by Prayatna Developers Pvt. Ltd. at Bhatinda, Punjab",Prayatna Developers Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"167,973",Asia,2018-08-02,2016-09-17,2026-09-16
1783,72 MWac Ramnad Renewable Energy Project,Ramnad Renewable Energy Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"115,817",Asia,2018-08-02,2016-09-18,2026-09-17
1784,Solar Power Project by Mytrah Energy India Private Limited,JSW NEO ENERGY LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"638,520",Asia,2020-04-06,2017-06-19,2027-06-18
1786,Solar Photovoltaic Project by Giriraj Renewables Private Limited,Avaada Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"234,677",Asia,2020-07-29,2018-03-02,2028-03-01
250,"Bundled Wind Power Project in Tamil Nadu, India, Co-ordinated by Tamil Nadu Spinning Mills Association(TASMA-V1)",TAMILNADU SPINNING MILLS ASSOCIATION (TASMA),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"82,064",Asia,2020-04-06,,
799,Bukaleba Forest Project,Busoga Forestry Co. Ltd (Subsidiary Green Resources),Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,Uganda,"11,903",Africa,2012-03-20,2004-03-11,2046-03-10
1774,Grid-connected Solar PV project in Bokhol,Senergy 2 SAS,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Senegal,"28,130",Africa,2020-04-13,2016-11-11,2026-11-10
1775,Luangwa Community Forests Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0009,Registered,Zambia,"2,985,650",Africa,2019-10-30,2015-05-01,2045-04-30
1776,Wind Power Project by Green Infra Wind Power Generation Limited,Green Infra Wind Power Generation Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"79,147",Asia,2020-12-10,2016-08-12,2026-08-11
1772,Solar and Wind Power Project by NTPC Limited,NTPC GREEN ENERGY LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"940,891",Asia,2018-06-29,2016-08-10,2026-08-09
34,Cavalcante Ceramic fuel switching project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"17,139",Latin America,2020-04-06,2017-01-01,2026-12-31
198,J L Silva Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"20,941",Latin America,2020-04-06,2016-10-01,2026-09-30
1771,46 MW Mangoli Wind Power Project in Karnataka,Vena Energy KN Wind Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"120,268",Asia,2019-08-13,2016-07-23,2026-07-22
1770,Bundled Solar Power Project by Vector Green Energy Private Limited,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"163,888",Asia,2020-04-06,2016-06-28,2026-06-27
1769,"Grouped Project for restoration of degraded lands in Jaguar Corridors, Colombia",Multiple Proponents,Agriculture Forestry and Other Land Use,IFM; REDD,VM0005; AR-ACM0003,Registered,Colombia,"6,835",Latin America,2019-08-30,2015-09-01,2055-08-31
1768,216 MWac Kamuthi Solar Power Project,Kamuthi Solar Power Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"346,117",Asia,2020-04-13,2016-09-18,2026-09-17
1167,Shri Bajrang RE Project,Shri Bajrang Power and Ispat Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"37,717",Asia,2020-04-06,,
764,Yunnan Maguan Laqi Hydropower Project,"Maguan Laqi Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"174,517",Asia,2020-04-06,2008-08-17,2029-08-16
1767,Bundled Solar Power Project by Mahindra Susten Private Limited,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"329,360",Asia,2019-05-16,2016-06-29,2026-06-28
1766,Outapi Pv Plant,AERA Group,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Namibia,"10,372",Africa,2022-05-26,2018-07-01,2028-06-30
1765,Grouped Project for reducing emissions from deforestation and forest degradation-REDD-in the Regional Natural Park:Biological Corridor PNN Purace-PNN Cueva de los Guacharos,Corporación Autónoma Regional del Río Grande de la Magdalena (CORMAGDALENA),Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Colombia,"117,468",Latin America,2021-12-07,2014-03-08,2044-03-07
1181,CGN Inner Mongolia Zhurihe Phase II Wind Farm Project,"CGN Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"119,319",Asia,2014-02-01,,
1182,CGN Inner Mongolia Zhurihe Phase I Wind Farm Project,"CGN Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"130,755",,2014-01-14,,
1183,Xinjiang Jimunai CGN Phase I Wind Farm Project,"Xinjiang Jimunai CGN Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"107,695",Asia,2013-12-27,,
1759,Methane Recovery and Power Generation Project at ESIPL,Everest Starch India Pvt. Ltd.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.F.; AMS-III.H.,Registered,India,"52,036",Asia,2020-04-13,2016-09-18,2026-09-17
